Author,URL,Title,Abstract,Keywords,Citations,Affiliation,Year,PictureURL
Guido Noto La Diega,https://scholar.google.com/citations?user=B3U7yvcAAAAJ&hl=it,Contracting for the ‘Internet of Things’: Looking into the Nest,The world of the ‘Internet of Things’(‘IoT’) is just one manifestation of recent developments in information and communication technologies (‘ICTs’) closely tied to others including ‘cloud computing’and ‘big data’. For our purposes the ‘Thing’in the IoT is any physical entity capable of connectivity that directly interfaces the physical world such as embedded devices sensors and actuators. In considering IoT contracts this paper adopts a case study approach examining the complexity of IoT through the lens of a specific product: the Nest connected thermostat part of the Nest Labs business and owned by Google. We focus on the ‘legals’ of Nest (contractual documents licences etc.) to provide a case study of IoT complexity. After touching on some general contract law issues in relation to the IoT supply chain we examine the rights and obligations represented in these legals and discuss the extent to which collectively they present a coherent and comprehensible private law framework. We then consider the extent to which certain statutory regimes may treat IoT contracts in terms of addressing two characteristic contractual concerns: liability attribution and unfair terms. Our main conclusion is that the world of IoT demonstrates a need to consider recasting the concept of product to reflect the frequent inextricable mixture of hardware software data and service.,Intellectual Property/Privacy Law/IoT/AI/blockchain,128,University of Stirling,-1,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B3U7yvcAAAAJ&hl=it
Guido Noto La Diega,https://scholar.google.com/citations?user=B3U7yvcAAAAJ&hl=it,Against the dehumanisation of decision-making–algorithmic decisions at the crossroads of intellectual property data protection and freedom of information,Nowadays algorithms can decide if one can get a loan is allowed to cross a border or must go to prison. Artificial intelligence techniques (natural language processing and machine learning in the first place) enable private and public decision-makers to analyse big data in order to build profiles which are used to make decisions in an automated way.,Intellectual Property/Privacy Law/IoT/AI/blockchain,128,University of Stirling,-1,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B3U7yvcAAAAJ&hl=it
Guido Noto La Diega,https://scholar.google.com/citations?user=B3U7yvcAAAAJ&hl=it,Uber law and awareness by design. An empirical study on online platforms and dehumanised negotiations,This article sheds light on the main consumer law aspects of the sharing economy through an empirical analysis of online platforms. Given the recent European consultation with the purpose of understanding (whether or more likely) how to regulate platforms it is critical that consumer law considerations will be part of future regulations. For instance it is hardly acceptable that the consumer acts in the belief that the contractual party (thus the potentially liable party) is the platform but in reality the former disclaims any responsibility and claims to be a mere intermediary which only seldom actually is. After a critical analysis of the Italian legislative proposal on platforms and collaborative economy the articles moves on to illustrate the use case of Uber the $60 billion ride-hailing platform which is acting at the margin of existing laws thus giving rise to protests and debate around the world. After an assessment of the Italian ruling preventing Uber to provide the UberPop service in Italy the use case is the perfect tool to show the main reasons for concern of consumers is the lack of awareness of their rights and obligations. This articles deals with two factors of the said lack: the contractual quagmire and the corporate labyrinth. In the conclusions it is presented an ambitious albeit feasible practical proposal. It is suggested the development of a mobile app that helps the consumers to assess the legal quality of the contracts they are entering in order to access the services offered through the platform. At the same time this app called ‘Awareness by Design’ should contribute to raise awareness in consumers thus creating critical mass and making …,Intellectual Property/Privacy Law/IoT/AI/blockchain,128,University of Stirling,-1,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B3U7yvcAAAAJ&hl=it
Guido Noto La Diega,https://scholar.google.com/citations?user=B3U7yvcAAAAJ&hl=it,Clouds of Things: Data Protection and Consumer Law at the Intersection of Cloud Computing and the Internet of Things in the United Kingdom,The article critically analyses the Internet of Things (IoT) and its intersection with cloud computing the so-called Clouds of Things (CoT).‘Things’ are understood as any physical entity capable of connectivity that has a direct interface to the physical world (ie a sensing and/or actuating capability). From another perspective (especially product liability) Things can be seen as an inextricable mixture of hardware software and services. Alongside a clarification of the essentials the six factors of the CoT complexity are described and light is shed on the regulatory options (regulation co-regulation self-regulation holistic approach fragmentation). Focussing on the British legal systems the article reports on the state of the art of CoT deployment in the United Kingdom and deals with some of the main technical and legal issues emerging from CoT. Particularly the core will be data protection privacy and consumer law. Indeed these themes are considered the most relevant by the regulators. By mastering the relevant legal issues and following the example of the United Kingdom the Republic of Korea will be able to unleash its extraordinary potential as to the IoT thus retaining its position as the smartest country in the world.,Intellectual Property/Privacy Law/IoT/AI/blockchain,128,University of Stirling,-1,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B3U7yvcAAAAJ&hl=it
Guido Noto La Diega,https://scholar.google.com/citations?user=B3U7yvcAAAAJ&hl=it,Can the law fix the problems of fashion? An empirical study on social norms and power imbalance in the fashion industry,It does not seem controversial that intellectual property law is not fit for the fashion industry. 1 From this consideration the call on lawmakers to amend existing laws2 or current jurisprudential approaches3 usually follows in order to ensure creativity be rewarded. Conversely some argue that there is no need for reforms because fashion is regulated by social norms 4 and the industry ‘benefits from widespread copying’. 5 There is a resurgence of studies showing how innovation thrives without the need for legal monopolies. 6 Researchers 7 however recently have shown how the regulation of creativity by social norms is not necessarily only a positive fact. In the same vein this author has been carrying out empirical qualitative research to map social norms and how these are interwoven with power imbalance throughout the fashion’s supply chain. If the law including intellectual property law is not a primary concern …,Intellectual Property/Privacy Law/IoT/AI/blockchain,128,University of Stirling,-1,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B3U7yvcAAAAJ&hl=it
Guido Noto La Diega,https://scholar.google.com/citations?user=B3U7yvcAAAAJ&hl=it,In light of the ends. Copyright hysteresis and private copy exception after the British Academy of Songwriters Composers and Authors (BASCA) and others v Secretary of State …,1. The concept of legal hysteresis. 2. The Infosoc Directive: negotiation and implementation. 3. The Copyright and Rights in Performance (Personal Copies for Private Use) Regulations 2014. 4. The new framework of exceptions and limitations in the UK. 5. The unnecessary compensation and pricing-in theory: empirical evidence. 6. British Academy of Songwriters Composers and Authors and others R (On the Application Of) v Secretary of State for Business,Intellectual Property/Privacy Law/IoT/AI/blockchain,128,University of Stirling,-1,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B3U7yvcAAAAJ&hl=it
Guido Noto La Diega,https://scholar.google.com/citations?user=B3U7yvcAAAAJ&hl=it,Software Patents and the Internet of Things in Europe the United States and India,This article sheds light on the pressing issue of software patents by giving an account of the approaches followed in Europe the US and India. The occasion of this study is the adoption in 2016 of the final version of the Indian guidelines on the examination of computer-related inventions which have been surprisingly overlooked in the legal literature. The main idea is that the Internet of Things will lead to a dramatic increase of applications for software patents and if examiners courts and legislators are not careful there is a concrete risk of a surreptitious generalised grant of patents for computer programs as such (in Europe) and for abstract ideas without inventive concept (in the US). The clarity provided by the Indian guidelines following a lively public debate can constitute good practice that Europe and the US should take into account. Conversely the sea of patent software looks very stormy in the US where after some reversals of the leading case Alice Corp v CLS Bank International there seems to be the risk of swelling the ranks of speculative schemers who make it their business to watch the advancing wave of improvement and gather its foam in the form of patented monopolies. Some good news however comes from a dissenting opinion that innovatively suggests bringing free speech into the reasoning on patents.,Intellectual Property/Privacy Law/IoT/AI/blockchain,128,University of Stirling,-1,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B3U7yvcAAAAJ&hl=it
Guido Noto La Diega,https://scholar.google.com/citations?user=B3U7yvcAAAAJ&hl=it,Machine Rules. Of Drones Robots and the Info-Capitalist Society,Italy has been one of the first countries in the world to enact ad hoc regulations on drones. Therefore the Italian approach may constitute a model for many regulations to come; nonetheless the legal literature seems to overlook the phenomenon. In this article I place the discourse on drones in the context of some more general considerations on the main legal issues related to the deployment of machines including robots in our everyday life. Indeed most considerations apply equally to robots and drones moving from the unrefined albeit practical observation that the latter are robots equipped with wings. An analysis of the intellectual property data protection privacy and liability issues is carried out bearing in mind the complexity arising from the increasing implementation of cloud computing and artificial intelligence technologies. The article claims that autonomous machines will outclass human beings in all …,Intellectual Property/Privacy Law/IoT/AI/blockchain,128,University of Stirling,-1,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B3U7yvcAAAAJ&hl=it
Guido Noto La Diega,https://scholar.google.com/citations?user=B3U7yvcAAAAJ&hl=it,Copyright and Remote Teaching in the Time of COVID-19: A Study of Contractual Terms and Conditions of Selected Online Services,The spread of the COVID-19 virus forced educational institutions to transition to online education. This contribution analyses through the lens of copyright law the terms and conditions of some selected online services used to deliver remote teaching. The study highlights the most problematic terms and their detrimental effects on remote teaching by focusing on copyright ownership liability and content moderation.,Intellectual Property/Privacy Law/IoT/AI/blockchain,128,University of Stirling,-1,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B3U7yvcAAAAJ&hl=it
Guido Noto La Diega,https://scholar.google.com/citations?user=B3U7yvcAAAAJ&hl=it,Can Permissionless Blockchains be Regulated and Resolve Some of the Problems of Copyright Law?,In October 2018 the European Parliament passed a resolution on distributed ledger technologies that recognised blockchains’ potential to disrupt copyright and creative industries. The aim of this chapter is to examine blockchain technologies and provide an assessment of their disruptive potential upon the legal sphere of intellectual property and in particular copyright in the music industry. In order to do so this chapter will start off by clarifying that the blockchain does not exist because there are several different types of blockchains and accordingly different legal and regulatory issues are involved. After identifying the type of permissionless blockchain that is analysed in this chapter–that is permissionless Turing complete open distributed peer-to-peer transparent tamper resistant and censorship resistant– we move on to identify the definitional and non-definitional features of blockchain technologies. For the blockchain to unleash its disruptive potential it must be clarified whether it complies with existing laws and whether new regulations are needed. Should existing regulations be found insufficient only then a serious discussion around new regulations could be started and this should take into account the necessity not to stifle innovation the level of development of the relevant technologies the importance of involving all the stakeholders and to place the discussion at a supra-national level. The focus of the chapter is to critically assess whether public permissionless blockchains can be used to disrupt intellectual property law by resolving some of the problems in copyright law with particular regard to the issues of copyright registration …,Intellectual Property/Privacy Law/IoT/AI/blockchain,128,University of Stirling,-1,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=B3U7yvcAAAAJ&hl=it
